STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,stk_flow,Stock or flow,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),partner,Geopolitical entity (partner),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,AT,Austria,2018,,499382.29,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,AT,Austria,2019,,648962.27,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,AT,Austria,2020,,432369.68,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,AT,Austria,2021,,444157.49,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,AT,Austria,2022,,525811.17,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,AT,Austria,2023,,567719.4,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2013,,2240463.17,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2014,,2197998.43,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2015,,2062060.92,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2016,,1494916.42,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2017,,1249621.47,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2018,,1847599.98,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2019,,1887769.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2020,,1365746.09,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2021,,1447191.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2022,,1623230.2,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,DE,Germany,2023,,1725924.54,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2014,,869129.36,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2015,,1227518.29,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2016,,1133373.49,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2017,,1203518.34,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2018,,1245900.09,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2019,,1291495.08,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2020,,1050643.95,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2021,,1302504.42,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2022,,1391457.24,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,ES,Spain,2023,,1512306.2,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2014,,940784.87,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2015,,1127556.66,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2016,,1227542.48,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2017,,1455064.71,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2018,,1319362.46,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2019,,1507316.47,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2020,,1517701.35,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2021,,1672338.81,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2022,,2509518.86,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,NL,Netherlands,2023,,2354051.94,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2014,,472518.65,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2015,,360827.74,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2016,,249032.38,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2017,,277905.78,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2018,,286569.59,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2019,,274552.91,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2020,,231011.91,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2021,,261607.16,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2022,,262611.63,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,F,Construction,WORLD,All countries of the world,PT,Portugal,2023,,279681.13,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2014,,276157.25,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2015,,338442.7,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2016,,340518.45,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2017,,345608.29,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2018,,425821.17,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2019,,617010.13,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2020,,460792.82,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2021,,533727.26,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2022,,463626.96,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,AT,Austria,2023,,595001.01,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2013,,3305623.32,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2014,,3022752.2,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2015,,3471902.5,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2016,,3681013.45,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2017,,5969547.01,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2018,,4722011.47,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2019,,4343524.21,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2020,,3885697.83,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2021,,4347405.14,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2022,,4620353.96,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,DE,Germany,2023,,5098656.6,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2014,,759068.35,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2015,,766054.29,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2016,,862136.61,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2017,,945864.21,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2018,,939131.24,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2019,,930511.67,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2020,,820880.78,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2021,,865464.19,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2022,,1050148.79,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,ES,Spain,2023,,1071594.57,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2014,,3634624.9,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2015,,3429629.67,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2016,,2693427.79,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2017,,3061702.48,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2018,,4145494.77,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2019,,3997365.39,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2020,,4296890.24,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2021,,4892755.82,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2022,,8557867.62,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,NL,Netherlands,2023,,6931834.31,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2014,,104163.6,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2015,,93234.0,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2016,,100444.47,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2017,,115721.16,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2018,,107966.45,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2019,,156649.49,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2020,,160591.6,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2021,,192050.13,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2022,,288329.14,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,J,Information and communication,WORLD,All countries of the world,PT,Portugal,2023,,323584.08,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2014,,201115.06,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2015,,148185.23,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2016,,173274.53,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2017,,159220.36,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2018,,,,,,C,confidential
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2019,,100919.0,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2020,,136356.64,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2021,,,,,,C,confidential
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2022,,,,,,C,confidential
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,AT,Austria,2023,,,,,,C,confidential
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2013,,2081539.35,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2014,,1994290.84,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2015,,2539880.06,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2016,,1948022.33,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2017,,3116995.08,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2018,,824770.28,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2019,,820508.56,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2020,,1162628.48,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2021,,1344096.87,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2022,,1016035.06,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,DE,Germany,2023,,614544.93,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,ES,Spain,2014,,40274.71,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,ES,Spain,2015,,62976.81,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,K,Financial and insurance activities,WORLD,All countries of the world,ES,Spain,2016,,251659.44,,,,,
