STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),asset10,Assets (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2008,,104462.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2009,,103256.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2010,,105815.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2011,,108090.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2012,,109090.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2013,,106806.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2014,,105019.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2015,,108985.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2016,,112900.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2017,,114732.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2018,,115100.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2019,,115926.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2020,,119738.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2021,,126744.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2022,,131042.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),ES,Spain,2023,,137192.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2000,,31386.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2001,,34801.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2002,,35747.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2003,,35361.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2004,,35310.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2005,,35702.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2006,,36665.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2007,,38271.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2008,,39808.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2009,,39639.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2010,,40182.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2011,,40279.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2012,,40731.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2013,,41236.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2014,,41705.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2015,,42040.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2016,,42713.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2017,,44270.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2018,,44933.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2019,,47631.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2020,,50691.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2021,,54299.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2022,,61050.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),NL,Netherlands,2023,,64742.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2000,,7983.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2001,,8519.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2002,,9013.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2003,,9265.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2004,,9673.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2005,,10194.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2006,,10684.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2007,,11388.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2008,,12254.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2009,,12255.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2010,,12552.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2011,,12459.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2012,,12339.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2013,,12267.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2014,,12451.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2015,,12778.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2016,,12861.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2017,,13372.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2018,,13861.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2019,,14299.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2020,,14641.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2021,,15752.2,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2022,,17587.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",J,Information and communication,N11N,Total fixed assets (net),PT,Portugal,2023,,18722.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2000,,16574.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2001,,17011.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2002,,17325.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2003,,17599.2,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2004,,18081.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2005,,18616.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2006,,19150.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2007,,19693.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2008,,20007.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2009,,20086.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2010,,20313.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2011,,21277.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2012,,21728.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2013,,22089.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2014,,22650.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2015,,23371.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2016,,23563.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2017,,24086.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2018,,25030.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2019,,26467.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2020,,28101.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2021,,30663.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2022,,33713.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),AT,Austria,2023,,36181.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2000,,136364.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2001,,135304.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2002,,132919.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2003,,129365.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2004,,130255.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2005,,129424.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2006,,126551.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2007,,127604.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2008,,128803.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2009,,129388.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2010,,131812.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2011,,136865.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2012,,140959.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2013,,145068.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2014,,149113.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2015,,153615.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2016,,154351.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",K,Financial and insurance activities,N11N,Total fixed assets (net),DE,Germany,2017,,160683.0,,,,,
