country,sector,year,gva,hours,capital
DE,L,2022,346060.0,633267,8071382.0
DE,L,2023,374433.0,650696,8735333.0
ES,L,2000,36664.0,184822,918631.0
ES,L,2001,39986.0,198548,1010238.0
ES,L,2002,46126.0,214631,1117805.0
ES,L,2003,52404.0,239268,1249136.0
ES,L,2004,60041.0,256871,1402338.0
ES,L,2005,69288.0,283168,1567980.0
ES,L,2006,79190.0,322119,1717301.0
ES,L,2007,92356.0,333868,1813782.0
ES,L,2008,98859.0,355878,1810598.0
ES,L,2009,97197.0,323505,1775436.0
ES,L,2010,109377.0,316738,1731073.0
ES,L,2011,115567.0,313558,1594775.0
ES,L,2012,118011.0,296044,1442786.0
ES,L,2013,122453.0,272319,1381737.0
ES,L,2014,121851.0,294388,1424186.0
ES,L,2015,119749.0,311901,1469203.0
ES,L,2016,121874.0,336005,1503791.0
ES,L,2017,124735.0,347382,1541120.0
ES,L,2018,129739.0,381970,1607946.0
ES,L,2019,133936.0,396008,1674915.0
ES,L,2020,134806.0,373478,1753290.0
ES,L,2021,138045.0,408809,1922412.0
ES,L,2022,146180.0,452649,2116465.0
ES,L,2023,159783.0,462905,2228370.0
NL,L,2000,32538.0,102961,571432.0
NL,L,2001,26756.0,105073,625126.0
NL,L,2002,28919.0,108626,678821.0
NL,L,2003,31680.0,108606,724700.0
NL,L,2004,34306.0,111418,763074.0
NL,L,2005,35314.0,111577,800322.0
NL,L,2006,40557.0,112363,849861.0
NL,L,2007,45644.0,116376,890552.0
NL,L,2008,46840.0,120196,940520.0
NL,L,2009,37445.0,120515,989863.0
NL,L,2010,35788.0,115590,1013271.0
NL,L,2011,36613.0,114898,993668.0
NL,L,2012,31700.0,111185,977160.0
NL,L,2013,33630.0,110194,964319.0
NL,L,2014,35816.0,108805,942709.0
NL,L,2015,36277.0,107768,922222.0
NL,L,2016,37535.0,109034,932610.0
NL,L,2017,41501.0,111350,947405.0
NL,L,2018,45337.0,111533,1007844.0
NL,L,2019,46104.0,112188,1080374.0
NL,L,2020,47533.0,111895,1163758.0
NL,L,2021,50712.0,115667,1255072.0
NL,L,2022,61450.0,117471,1354889.0
NL,L,2023,75564.0,119769,1441333.0
PT,L,2000,8595.0,79502,188486.9
PT,L,2001,8798.4,74854,200052.1
PT,L,2002,9679.7,72735,211807.6
PT,L,2003,10456.7,72807,219565.7
PT,L,2004,10940.7,69457,231119.0
PT,L,2005,11922.3,71502,243368.1
PT,L,2006,12484.4,71868,257466.2
PT,L,2007,13958.2,80005,266840.4
PT,L,2008,14671.9,80127,280420.9
PT,L,2009,15243.6,78613,276542.8
PT,L,2010,16723.4,79213,287509.1
PT,L,2011,16538.2,75171,282823.4
PT,L,2012,17376.0,69435,261355.9
PT,L,2013,18578.3,69444,253453.3
PT,L,2014,18862.5,72854,256965.1
PT,L,2015,19100.2,78815,257558.7
PT,L,2016,20173.9,89148,262903.6
PT,L,2017,21214.2,101132,274496.5
PT,L,2018,22163.3,111920,291696.7
PT,L,2019,23260.5,117358,306398.3
PT,L,2020,23562.4,113072,320529.7
PT,L,2021,24399.8,120939,341375.4
PT,L,2022,25585.5,135737,371673.0
PT,L,2023,24767.1,144267,399779.3
AT,TOTAL,2000,189418.9,6749594,696587.1
AT,TOTAL,2001,195976.8,6746731,717465.8
AT,TOTAL,2002,200708.4,6730279,735841.7
AT,TOTAL,2003,205864.5,6741645,763714.0
AT,TOTAL,2004,214252.0,6793307,794059.9
AT,TOTAL,2005,224194.7,6779468,826964.0
AT,TOTAL,2006,237133.7,6831827,867016.1
AT,TOTAL,2007,251596.6,6915056,918088.9
AT,TOTAL,2008,260417.8,7018097,965235.8
AT,TOTAL,2009,254814.8,6790828,998938.0
AT,TOTAL,2010,261615.0,6814810,1036044.2
AT,TOTAL,2011,274204.3,6946302,1080872.6
AT,TOTAL,2012,281072.7,6916348,1120395.0
AT,TOTAL,2013,285327.0,6883846,1154505.5
AT,TOTAL,2014,293480.3,6916021,1185301.1
AT,TOTAL,2015,303845.6,6863767,1217227.9
AT,TOTAL,2016,315923.9,7011041,1254859.9
AT,TOTAL,2017,326371.6,7080960,1299363.5
AT,TOTAL,2018,341351.6,7225844,1354340.3
AT,TOTAL,2019,352742.6,7344462,1412069.3
AT,TOTAL,2020,340529.9,6696917,1482375.2
AT,TOTAL,2021,362536.8,7028656,1618318.7
AT,TOTAL,2022,402767.1,7209012,1760431.9
AT,TOTAL,2023,429634.3,7254303,1843921.9
DE,TOTAL,2000,1915279.0,58546226,6828637.0
DE,TOTAL,2001,1977509.0,58097389,6936398.0
DE,TOTAL,2002,2003527.0,57461348,6982405.0
DE,TOTAL,2003,2015904.0,56634570,7028754.0
DE,TOTAL,2004,2069017.0,56797160,7151138.0
DE,TOTAL,2005,2095171.0,56304911,7252313.0
DE,TOTAL,2006,2184869.0,57527471,7448841.0
DE,TOTAL,2007,2275687.0,58562791,7888203.0
DE,TOTAL,2008,2316889.0,59107021,8194705.0
DE,TOTAL,2009,2223746.0,57541115,8304415.0
DE,TOTAL,2010,2341162.0,58581224,8456371.0
DE,TOTAL,2011,2451563.0,59328001,8736720.0
DE,TOTAL,2012,2499101.0,59143211,9012325.0
DE,TOTAL,2013,2555938.0,59148407,9263691.0
DE,TOTAL,2014,2662091.0,59858672,9514952.0
DE,TOTAL,2015,2753317.0,60460401,9740895.0
DE,TOTAL,2016,2852146.0,60978246,9980351.0
DE,TOTAL,2017,2977318.0,61483908,10363449.0
DE,TOTAL,2018,3069316.0,61964170,10883925.0
DE,TOTAL,2019,3161673.0,62141255,11375538.0
DE,TOTAL,2020,3100097.0,59065847,11651450.0
DE,TOTAL,2021,3294085.0,60410139,12540869.0
DE,TOTAL,2022,3591874.0,61297006,14363248.0
DE,TOTAL,2023,3853937.0,61496006,15445693.0
ES,TOTAL,2000,588595.0,29326206,2273659.0
ES,TOTAL,2001,638972.0,30469189,2471180.0
ES,TOTAL,2002,683365.0,31248173,2691038.0
ES,TOTAL,2003,728182.0,32072816,2955513.0
ES,TOTAL,2004,775872.0,32965055,3266007.0
ES,TOTAL,2005,833031.0,34029987,3605758.0
ES,TOTAL,2006,898262.0,35211548,3925814.0
ES,TOTAL,2007,970997.0,36095061,4166980.0
ES,TOTAL,2008,1025304.0,36338856,4237943.0
ES,TOTAL,2009,1005567.0,34168083,4223455.0
ES,TOTAL,2010,989756.0,33392886,4227193.0
ES,TOTAL,2011,984997.0,32685721,4108530.0
ES,TOTAL,2012,953037.0,31111891,3923870.0
ES,TOTAL,2013,937641.0,30228796,3835475.0
ES,TOTAL,2014,946493.0,30543000,3878070.0
ES,TOTAL,2015,987936.0,31458249,3948021.0
ES,TOTAL,2016,1019400.0,32261468,4026184.0
ES,TOTAL,2017,1061122.0,32952217,4129727.0
ES,TOTAL,2018,1097845.0,33765616,4259460.0
ES,TOTAL,2019,1137968.0,34348535,4369824.0
ES,TOTAL,2020,1030964.0,30576946,4530544.0
ES,TOTAL,2021,1118595.0,32787923,4927896.0
ES,TOTAL,2022,1254715.0,34448678,5293095.0
ES,TOTAL,2023,1366751.0,35369626,5488022.0
NL,TOTAL,2000,405973.0,12103363,1298840.0
NL,TOTAL,2001,430475.0,12260221,1395647.0
NL,TOTAL,2002,449144.0,12197711,1486453.0
NL,TOTAL,2003,459576.0,12054997,1554717.0
NL,TOTAL,2004,473572.0,12092734,1607611.0
NL,TOTAL,2005,492241.0,12053974,1662594.0
NL,TOTAL,2006,522057.0,12283167,1742985.0
NL,TOTAL,2007,554653.0,12634571,1826615.0
NL,TOTAL,2008,580170.0,12834608,1922318.0
NL,TOTAL,2009,564180.0,12646511,1996482.0
NL,TOTAL,2010,575705.0,12555250,2042990.0
NL,TOTAL,2011,589169.0,12661903,2043784.0
NL,TOTAL,2012,593115.0,12549475,2044924.0
NL,TOTAL,2013,598320.0,12439253,2050390.0
NL,TOTAL,2014,609309.0,12523791,2034706.0
NL,TOTAL,2015,627626.0,12623528,2045116.0
NL,TOTAL,2016,644312.0,12927763,2063601.0
NL,TOTAL,2017,671934.0,13228217,2105222.0
NL,TOTAL,2018,703557.0,13583155,2202593.0
NL,TOTAL,2019,739508.0,13943543,2325638.0
NL,TOTAL,2020,726149.0,13353961,2446750.0
NL,TOTAL,2021,791730.0,13974568,2596438.0
NL,TOTAL,2022,888174.0,14511190,2810908.0
NL,TOTAL,2023,944801.0,14710313,2972481.0
PT,TOTAL,2000,112482.8,9683202,358250.5
PT,TOTAL,2001,119059.0,9767341,383889.2
PT,TOTAL,2002,124675.0,9769342,409071.6
PT,TOTAL,2003,127682.6,9639132,428046.2
PT,TOTAL,2004,133071.7,9602129,452410.5
PT,TOTAL,2005,137401.0,9568468,477638.1
PT,TOTAL,2006,143475.0,9546496,506543.7
PT,TOTAL,2007,152061.8,9634638,529887.4
PT,TOTAL,2008,156036.8,9603284,562682.3
PT,TOTAL,2009,155410.3,9343718,560387.6
PT,TOTAL,2010,158032.3,9224524,581156.2
PT,TOTAL,2011,154178.0,8918626,580869.1
PT,TOTAL,2012,147300.5,8453116,558082.7
PT,TOTAL,2013,149851.5,8257205,545712.2
PT,TOTAL,2014,151138.9,8421756,549338.3
PT,TOTAL,2015,156080.7,8577921,550704.3
PT,TOTAL,2016,161745.0,8757435,559689.7
PT,TOTAL,2017,169071.4,8993236,578818.5
PT,TOTAL,2018,177157.3,9261851,608081.1
PT,TOTAL,2019,185473.9,9362594,633735.1
PT,TOTAL,2020,175104.3,8594651,653462.0
PT,TOTAL,2021,187361.5,8980701,695621.7
PT,TOTAL,2022,211027.9,9536365,767142.7
PT,TOTAL,2023,235589.3,9998768,814319.1
